               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  59,             0.01893,           0.0081808,                   0,             0.99402,             0.98866,             0.99329,             0.72658,             0.02255,           0.0059155,                   0,            0.006172,            0.006172,            0.006172
                  60,            0.018962,           0.0081251,                   0,             0.98807,             0.98762,              0.9926,             0.73965,            0.022144,           0.0060315,                   0,            0.006106,            0.006106,            0.006106
                  61,             0.01883,           0.0080577,                   0,             0.99252,             0.98632,             0.99105,             0.72684,            0.021725,           0.0058654,                   0,             0.00604,             0.00604,             0.00604
                  62,            0.018787,           0.0079322,                   0,             0.99698,             0.98293,             0.99159,             0.73484,            0.021721,           0.0060116,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.018886,           0.0079899,                   0,             0.99103,             0.98605,             0.99069,              0.7268,            0.022494,           0.0060173,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.018813,           0.0080508,                   0,               0.994,             0.98656,             0.99283,             0.73575,            0.021844,           0.0058098,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.018707,           0.0078239,                   0,             0.99103,              0.9876,             0.99078,             0.73655,            0.021982,           0.0059789,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.018737,           0.0079145,                   0,             0.98739,             0.98958,             0.98826,              0.7233,            0.021651,           0.0061178,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.018516,           0.0077699,                   0,             0.98777,              0.9851,             0.99078,             0.73258,            0.021603,           0.0061904,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.018179,           0.0077898,                   0,             0.99251,             0.98475,             0.99353,             0.73085,            0.021479,           0.0059652,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.018739,           0.0079348,                   0,             0.99402,             0.99064,             0.99346,             0.73912,            0.021333,           0.0060231,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.018432,            0.007713,                   0,              0.9886,              0.9851,             0.98985,              0.7341,            0.021379,            0.006156,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.017809,           0.0078144,                   0,             0.99212,             0.98808,             0.99319,             0.73872,            0.021599,           0.0061766,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.018412,           0.0076307,                   0,             0.98994,             0.98212,             0.99268,              0.7363,            0.021861,           0.0063408,                   0,            0.005314,            0.005314,            0.005314
