               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  94,            0.032086,            0.036924,           0.0077601,              0.9475,             0.96311,             0.97577,             0.65787,            0.030074,           0.0074171,           0.0048119,            0.003862,            0.003862,            0.003862
                  95,            0.032198,            0.037334,           0.0077829,             0.94927,             0.96492,             0.97603,             0.65321,            0.030148,           0.0074605,           0.0048172,            0.003796,            0.003796,            0.003796
                  96,            0.032002,             0.03682,           0.0077578,             0.94409,             0.96119,             0.97419,             0.65502,            0.030172,           0.0074815,           0.0047388,             0.00373,             0.00373,             0.00373
                  97,            0.031788,            0.036487,           0.0076707,             0.94762,             0.95857,             0.97521,             0.65481,            0.030273,           0.0074382,            0.004747,            0.003664,            0.003664,            0.003664
                  98,            0.031716,            0.036481,            0.007663,             0.94643,             0.96032,             0.97386,             0.65253,            0.030311,           0.0074331,           0.0047436,            0.003598,            0.003598,            0.003598
                  99,            0.031687,            0.035876,           0.0077037,             0.94714,             0.95497,             0.97272,             0.65203,            0.030177,           0.0074309,           0.0047839,            0.003532,            0.003532,            0.003532
                 100,              0.0319,            0.036216,           0.0077649,             0.94293,             0.95657,             0.97206,             0.65401,            0.029962,           0.0074343,            0.004707,            0.003466,            0.003466,            0.003466
                 101,            0.031595,            0.036453,           0.0076608,             0.94883,             0.95728,             0.97439,             0.65725,            0.029778,           0.0073939,           0.0047129,              0.0034,              0.0034,              0.0034
                 102,            0.031567,            0.036066,           0.0076896,             0.94356,             0.95789,             0.97402,             0.65726,            0.029884,           0.0074177,           0.0046587,            0.003334,            0.003334,            0.003334
                 103,            0.031511,            0.035958,           0.0076868,             0.94316,             0.96016,             0.97382,             0.65619,            0.029968,           0.0074231,           0.0047026,            0.003268,            0.003268,            0.003268
                 104,            0.031485,            0.036023,           0.0077392,             0.95393,             0.96004,             0.97587,             0.65802,            0.029945,           0.0073807,           0.0046622,            0.003202,            0.003202,            0.003202
                 105,             0.03132,            0.036177,           0.0075828,             0.95384,             0.95847,             0.97483,              0.6582,            0.029825,           0.0073808,           0.0045855,            0.003136,            0.003136,            0.003136
                 106,            0.031355,            0.035895,            0.007619,             0.95469,             0.95899,             0.97599,             0.65866,            0.029796,           0.0073639,           0.0045602,             0.00307,             0.00307,             0.00307
                 107,            0.031214,            0.035585,           0.0075821,             0.95244,             0.96228,             0.97536,             0.65766,            0.029706,            0.007351,           0.0045328,            0.003004,            0.003004,            0.003004
                 108,            0.031367,            0.035846,           0.0075952,             0.95328,             0.96388,             0.97473,             0.65852,            0.029676,           0.0073776,           0.0045373,            0.002938,            0.002938,            0.002938
                 109,             0.03113,            0.035572,           0.0075533,             0.94997,              0.9669,             0.97655,             0.65893,            0.029839,            0.007378,           0.0046357,            0.002872,            0.002872,            0.002872
                 110,             0.03098,             0.03579,           0.0076524,             0.94449,             0.96536,             0.97608,             0.65789,             0.02979,           0.0073713,           0.0046996,            0.002806,            0.002806,            0.002806
                 111,            0.031018,             0.03519,           0.0074834,             0.94577,              0.9665,             0.97488,             0.65808,            0.029764,           0.0073725,           0.0046901,             0.00274,             0.00274,             0.00274
                 112,            0.030985,            0.035383,           0.0074444,             0.94607,             0.96028,             0.97553,             0.65985,            0.029786,           0.0073853,           0.0046535,            0.002674,            0.002674,            0.002674
                 113,            0.030904,            0.035261,           0.0075154,             0.94672,             0.96085,              0.9757,             0.65922,            0.029774,           0.0073999,           0.0046636,            0.002608,            0.002608,            0.002608
                 114,             0.03071,            0.035121,           0.0075014,              0.9471,             0.95951,              0.9761,              0.6581,            0.029715,            0.007412,           0.0046642,            0.002542,            0.002542,            0.002542
                 115,            0.030751,            0.035162,           0.0074628,             0.95101,             0.95925,             0.97518,             0.66008,            0.029685,           0.0074119,           0.0046507,            0.002476,            0.002476,            0.002476
                 116,            0.030582,            0.035479,             0.00743,             0.95056,             0.95522,             0.97514,             0.66181,            0.029612,           0.0074107,           0.0046683,             0.00241,             0.00241,             0.00241
                 117,            0.030598,            0.034988,           0.0074181,             0.94706,              0.9616,             0.97535,             0.66207,            0.029528,           0.0073949,           0.0046657,            0.002344,            0.002344,            0.002344
                 118,            0.030428,             0.03507,           0.0073596,             0.94861,             0.96155,             0.97551,             0.66148,            0.029455,           0.0073755,           0.0046403,            0.002278,            0.002278,            0.002278
                 119,            0.030464,            0.034791,           0.0074172,             0.95318,             0.96418,             0.97656,              0.6626,            0.029394,           0.0073559,           0.0046087,            0.002212,            0.002212,            0.002212
                 120,            0.030485,            0.034982,           0.0074349,             0.95125,             0.96544,             0.97681,             0.66345,            0.029376,           0.0073498,           0.0045941,            0.002146,            0.002146,            0.002146
                 121,            0.030158,            0.034405,            0.007375,             0.95266,             0.96366,             0.97642,             0.66346,            0.029371,           0.0073524,           0.0046163,             0.00208,             0.00208,             0.00208
                 122,            0.030284,            0.034762,            0.007443,             0.95218,             0.96496,             0.97599,             0.66293,             0.02938,           0.0073593,           0.0046416,            0.002014,            0.002014,            0.002014
